Class,Class Number,Class Section,Class Section-B,Class Time,Class Room,Class Instructor,Rating
BIO 2010,43558,GMWB-LAB,Regular,MoWe 12:25 - 14:05,A - 17 Lex 1004,Emil Gernert,4.3
BIO 2010,43559,GMWC-LAB,Regular,MoWe 14:55 - 16:35,A - 17 Lex 1004,Stephen Madamba,No Rating
BIO 2010,43554,GMWL-LEC,Regular,MoWe 08:40 - 09:30,A - 17 Lex 1220,Emil Gernert,4.3
BIO 3001,43565,ETRA-LAB,Regular,TuTh 15:45 - 17:25,A - 17 Lex 511,John Wahlert,4.17
BIO 3001,43566,ETRB-LAB,Regular,TuTh 15:45 - 17:25,A - 17 Lex 503,Kim Macklin,4.3
BIO 3001,54134,ETRC-LAB,Regular,TuTh 17:50 - 19:30,A - 17 Lex 511,Karen Rogowski, ,No Rating
BIO 3001,43562,ETRL-LEC,Regular,TuTh 14:30 - 15:20,A - 17 Lex 1202,John Wahlert,4.17
BIO 3005,44398,EMWA-LAB,Regular,MoWe 15:45 - 17:25,A - 17 Lex 410,Krista Dobi,No Rating
BIO 3005,44397,EMWL-LEC,Regular,MoWe 14:30 - 15:20,A - 17 Lex 1005,Krista Dobi,No Rating
BIO 3009,44309,BF-LEC,Regular,Fr 09:30 - 14:55,A - 17 Lex 1002,John Gosnell,No Rating
BIO 3015,43574,ETRA-LAB,Regular,TuTh 15:45 - 17:25,A - 17 Lex 410,Valerie Schawaroch,3.8
BIO 3015,43573,ETRL-LEC,Regular,TuTh 14:30 - 15:20,A - 17 Lex 1005,Valerie Schawaroch,3.8
BIO 4010,43575,EMWA-LEC,Regular,MoWe 14:30 - 15:20,A - 17 Lex 1003,Pablo Peixoto,3.7
BIO 4015,44400,ETRA-LAB,Regular,TuTh 15:45 - 17:25,A - 17 Lex 411,Rebecca Spokony,5.0
BIO 4015,44399,ETRL-LEC,Regular,TuTh 14:30 - 15:20,A - 17 Lex 1003,Rebecca Spokony,5.0
BIO 5000,80240,GOS3-LEC,Regular,TBA,TBA,John Gosnell,No Rating
BIO 5000,80239,SPO3-LEC,Regular,TBA,TBA,Rebecca Spokony,5.0
BIO 5000,78070,SPOK-LEC,Regular,TBA,TBA,Rebecca Spokony,5.0
BIO 5001,80202,DOB4-LEC,Regular,TBA,TBA,Krista Dobi,No Rating
BIO 6003H,78488,PEIX-LEC,Regular,TBA,TBA,Pablo Peixoto,3.7
BLS 1003,54470,JAN2-LEC,Winter,MoTuWeThFr 11:00 - 13:30,B - Vert 11-160,Regina Bernard,4.5
BLS 1003,54471,JANE-LEC,Winter,MoTuWeTh 17:50 - 20:58,B - Vert 4-220,Joseph Schloss,4.5
BLS 1003,44444,MNSA-LEC,Regular,Sa 12:50 - 15:45,B - Vert 4-180,Regina Bernard,4.5
BLS 1003,44445,PTRA-LEC,Regular,TuTh 17:50 - 19:05,A - 17 Lex 1404,Miguel Trelles,3.3
BLS 1019,57138,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 4-218,Tshombe Miles,No Rating
BLS 1019,57139,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 11-145,Tshombe Miles,No Rating
BLS 3013,42536,URA-LEC,Regular,Th 18:05 - 21:00,B - Vert 4-225,Arthur Lewin,4.3
BLS 3015,54472,JANE-LEC,Winter,MoTuWeTh 17:50 - 20:58,B - Vert 11-160,Arthur Lewin,4.3
BLS 3015,42537,UMA-LEC,Regular,Mo 18:05 - 21:00,B - Vert 4-212,Arthur Lewin,4.3
BLS 3044,57141,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 4-218,Tshombe Miles,No Rating
BLS 3055,57173,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 3-165,Johanna Fernandez,4.1
BLS 3085,42891,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 12-150,Tshombe Miles,No Rating
BLS 3085,58167,LMSA-LEC,Regular,Sa 09:05 - 12:00,B - Vert 4-180,Regina Bernard,4.5
BLS 3125,57428,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 12-135,Angie Beeman,4.8
BLS 3125,57429,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 5-165,Angie Beeman,4.8
BLS 4900,42538,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 3-145,Arthur Lewin,4.3
BLS 4901,57147,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 13-135,Lourdes Gil,3.99
BLS 5000,78337,GIL-LEC,Regular,TBA,TBA,Lourdes Gil,3.99
BLS 5000,80242,GIL3-LEC,Regular,TBA,TBA,Staff,No Rating
BLS 5000,80241,LEW3-LEC,Regular,TBA,TBA,Arthur Lewin,4.3
BLS 5000,79672,LEWI-LEC,Regular,TBA,TBA,Arthur Lewin,4.3
BPL 5100,44020,AMWA-LEC,Regular,MoWe 07:25 - 08:40,B - Vert 6-118,Jerry Cahn,2.96
BPL 5100,44021,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 6-175,Rodney Williams,No Rating
BPL 5100,44022,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 6-180,Judith Ryba,4.0
BPL 5100,44635,BTRB-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 11-165,Staff,No Rating
BPL 5100,44023,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 4-185,Rodney Williams,No Rating
BPL 5100,44024,CMWB-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 4-160,Sandip Basu,5.0
BPL 5100,44025,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 10-126,Helaine Korn,3.4
BPL 5100,44636,CTRB-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 4-160,Judith Ryba,4.0
BPL 5100,44026,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 10-126,Raymond Lamanna,3.7
BPL 5100,44027,DMWB-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 4-165,Ian Howe,No Rating
BPL 5100,44029,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 4-165,Edward Kurpis,4.3
BPL 5100,44030,EMWB-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 9-160,Wesley Palmer,1.3
BPL 5100,44032,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 10-160,Maria Vidal,No Rating
BPL 5100,44033,ETRB-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 12-140,Judith Ryba,4.0
BPL 5100,44034,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 4-218,Raymond Lamanna,3.7
BPL 5100,44035,FMWB-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 10-140,Edward Kurpis,4.3
BPL 5100,75266,FMWC-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 4-165,Wesley Palmer,1.3
BPL 5100,44036,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 12-116,Maria Vidal,No Rating
BPL 5100,44037,FTRB-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 9-165,David Falk,3.1
BPL 5100,44038,LMFA-LEC,Regular,Fr 09:15 - 12:00,B - Vert 10-165,Anthony Farina,4.7
BPL 5100,44040,LMSA-LEC,Regular,Sa 09:05 - 12:00,B - Vert 9-130,Edward Fields,3.8
BPL 5100,44044,LMSB-LEC,Regular,Sa 09:05 - 12:00,B - Vert 9-120,Collin Matton,No Rating
BPL 5100,44041,LMUA-LEC,Regular,Su 09:05 - 12:00,B - Vert 4-120,George Defeis,3.2
BPL 5100,44042,MNFA-LEC,Regular,Fr 13:15 - 16:00,B - Vert 6-119,Tom Wilen,0.0
BPL 5100,75634,MNFC-LEC,Regular,Fr 13:15 - 16:10,B - Vert 9-165,Zhu Zhu,4.5
BPL 5100,44045,MNSA-LEC,Regular,Sa 13:15 - 16:10,B - Vert 9-130,Edward Fields,3.8
BPL 5100,44046,MNSB-LEC,Regular,Sa 13:15 - 16:10,B - Vert 9-120,Collin Matton,No Rating
BPL 5100,44047,MNUA-LEC,Regular,Su 13:15 - 16:10,B - Vert 4-120,George Defeis,3.2
BPL 5100,44048,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 10-140,Raymond Lamanna,3.7
BPL 5100,44049,PMWB-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 11-130,Michael Becker,4.2
BPL 5100,44050,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 9-180,David Falk,3.1
BPL 5100,56476,PTRB-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 4-180,Edward Kurpis,4.3
BPL 5100,44051,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 12-130,Jerry Cahn,2.96
BPL 5100,44052,QMWB-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 12-140,Sunil Nair,No Rating
BPL 5100,77877,QMWC-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 10-170,Leslie Bobb,3.42
BPL 5100,44053,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 12-175,David Falk,3.1
BPL 5100,44054,QTRB-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 4-216,Orin Davis,2.5
BPL 5100,75836,RTRA-LEC,Regular,TuTh 21:00 - 22:15,B - Vert 4-216,Orin Davis,2.5
BPL 5100H,44501,FMWH-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 11-140,Sandip Basu,5.0
BPL 5100H,44057,FTRH-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 4-170,Tom Wilen,0.0
BPL 5100H,44056,PMWH-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 11-140,Sandip Basu,5.0
BPL 5100H,44500,PTRH-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 4-170,Tom Wilen,0.0
BUS 1000,44395,CNOW-LEC,Regular,MoWe 16:10 - 17:28,A - 17 Lex 1421,James Caracciolo,No Rating
BUS 1000,69952,CNW1-LEC,Regular,MoWe 15:45 - 17:00,A - 17 Lex 1420,Ian Howe,No Rating
BUS 1000,78145,CNW2-LEC,Regular,TuTh 16:10 - 17:28,A - 17 Lex 1421,Ian Howe,No Rating
BUS 1000,43012,HM-LEC,Regular,Mo 09:55 - 11:35,B - Vert 3-150,Barry Rosen,3.2
BUS 1000,43013,HMA-REC,Regular,Fr 09:00 - 09:50,B - Vert 4-160,Eugene Moore,3.0
BUS 1000,43014,HMB-REC,Regular,Fr 10:00 - 10:50,B - Vert 4-160,Eugene Moore,3.0
BUS 1000,43015,HMC-REC,Regular,Fr 11:00 - 11:50,B - Vert 4-160,Eugene Moore,3.0
BUS 1000,43016,HMD-REC,Regular,Fr 09:00 - 09:50,B - Vert 4-165,Diane Wilson,4.5
BUS 1000,43017,HME-REC,Regular,Fr 10:00 - 10:50,B - Vert 4-165,Diane Wilson,4.5
BUS 1000,43018,HMF-REC,Regular,Fr 11:00 - 11:50,B - Vert 4-165,Diane Wilson,4.5
BUS 1000,43019,HMG-REC,Regular,Fr 09:00 - 09:50,B - Vert 4-175,Lizi Chen,No Rating
BUS 1000,43020,HMI-REC,Regular,Fr 10:00 - 10:50,B - Vert 4-175,Lizi Chen,No Rating
BUS 1000,43021,HMJ-REC,Regular,Fr 11:00 - 11:50,B - Vert 4-175,Lizi Chen,No Rating
BUS 1000,43022,HMK-REC,Regular,Fr 09:00 - 09:50,B - Vert 4-185,Leo Zhang,No Rating
BUS 1000,43023,HML-REC,Regular,Fr 10:00 - 10:50,B - Vert 4-185,Leo Zhang,No Rating
BUS 1000,43024,HMM-REC,Regular,Fr 11:00 - 11:50,B - Vert 4-185,Leo Zhang,No Rating
BUS 1000,43038,HR-LEC,Regular,Th 09:55 - 11:35,B - Vert 5-150,Patrick Tormey,4.8
BUS 1000,43039,HRA-REC,Regular,Tu 09:55 - 10:45,A - 17 Lex 1402,Sara Baskentli,3.29
BUS 1000,43040,HRB-REC,Regular,Tu 10:55 - 11:45,A - 17 Lex 1402,Sara Baskentli,3.29
BUS 1000,43041,HRC-REC,Regular,Tu 12:15 - 13:05,A - 17 Lex 1402,Staff,No Rating
BUS 1000,43042,HRD-REC,Regular,Tu 09:55 - 10:45,A - 17 Lex 1403,Daniela De Los Reyes,No Rating
BUS 1000,43043,HRE-REC,Regular,Tu 10:55 - 11:45,A - 17 Lex 1403,Daniela De Los Reyes,No Rating
BUS 1000,43044,HRF-REC,Regular,Tu 12:15 - 13:05,A - 17 Lex 1403,Daniela De Los Reyes,No Rating
BUS 1000,43045,HRG-REC,Regular,Tu 09:55 - 10:45,A - 17 Lex 1405,Lizi Chen,No Rating
BUS 1000,43046,HRI-REC,Regular,Tu 10:55 - 11:45,A - 17 Lex 1405,Lizi Chen,No Rating
BUS 1000,43047,HRJ-REC,Regular,Tu 12:15 - 13:05,A - 17 Lex 1405,Lizi Chen,No Rating
BUS 1000,43048,HRK-REC,Regular,Tu 09:55 - 10:45,A - 17 Lex 1307,Changkun Chun,No Rating
BUS 1000,43049,HRL-REC,Regular,Tu 10:55 - 11:45,A - 17 Lex 1307,Changkun Chun,No Rating
BUS 1000,43050,HRM-REC,Regular,Tu 12:15 - 13:05,A - 17 Lex 1307,Changkun Chun,No Rating
BUS 1000,43025,HW-LEC,Regular,We 09:55 - 11:35,B - Vert 3-150,Donald Krueger,3.0
BUS 1000,43026,HWA-REC,Regular,Fr 13:00 - 13:50,B - Vert 4-160,Eugene Moore,3.0
BUS 1000,43027,HWB-REC,Regular,Fr 14:00 - 14:50,B - Vert 4-160,Eugene Moore,3.0
BUS 1000,43028,HWC-REC,Regular,Fr 15:00 - 15:50,B - Vert 4-160,Eugene Moore,3.0
BUS 1000,43029,HWD-REC,Regular,Fr 13:00 - 13:50,B - Vert 4-165,Diane Wilson,4.5
BUS 1000,43030,HWE-REC,Regular,Fr 14:00 - 14:50,B - Vert 4-165,Diane Wilson,4.5
BUS 1000,43031,HWF-REC,Regular,Fr 15:00 - 15:50,B - Vert 4-165,Diane Wilson,4.5
BUS 1000,43032,HWG-REC,Regular,Fr 13:00 - 13:50,B - Vert 4-175,Lama Lteif,No Rating
BUS 1000,43033,HWI-REC,Regular,Fr 14:00 - 14:50,B - Vert 4-175,Lama Lteif,No Rating
BUS 1000,43034,HWJ-REC,Regular,Fr 15:00 - 15:50,B - Vert 4-175,Lama Lteif,No Rating
BUS 1000,43035,HWK-REC,Regular,Fr 13:00 - 13:50,B - Vert 4-185,Berna Basar,No Rating
BUS 1000,43036,HWL-REC,Regular,Fr 14:00 - 14:50,B - Vert 4-185,Berna Basar,No Rating
BUS 1000,43037,HWM-REC,Regular,Fr 15:00 - 15:50,B - Vert 4-185,Berna Basar,No Rating
BUS 1000,68204,JAN-LEC,Winter,MoWeFr 09:30 - 12:40,B - Vert 3-160,Patrick Tormey,4.8
BUS 1000,68205,JANA-REC,Winter,TuTh 08:30 - 10:35,B - Vert 4-180,Emily Goldsmith,4.0
BUS 1000,68211,JANB-REC,Winter,TuTh 10:50 - 12:55,B - Vert 4-180,Emily Goldsmith,4.0
BUS 1000,68212,JANC-REC,Winter,TuTh 13:10 - 15:15,B - Vert 4-180,Emily Goldsmith,4.0
BUS 1000,42523,SW-LEC,Regular,We 17:40 - 19:20,B - Vert 5-150,Hirokazu Takada,2.6
BUS 1000,42524,SWA-REC,Regular,Mo 18:00 - 18:50,A - 17 Lex 1402,Thomas Guggino,No Rating
BUS 1000,42525,SWB-REC,Regular,Mo 19:00 - 19:50,A - 17 Lex 1402,Thomas Guggino,No Rating
BUS 1000,42526,SWC-REC,Regular,Mo 20:00 - 20:50,A - 17 Lex 1402,Thomas Guggino,No Rating
BUS 1000,42527,SWD-REC,Regular,Mo 18:00 - 18:50,A - 17 Lex 1403,Jeremiah Martin,No Rating
BUS 1000,42528,SWE-REC,Regular,Mo 19:00 - 19:50,A - 17 Lex 1403,Jeremiah Martin,No Rating
BUS 1000,42529,SWF-REC,Regular,Mo 20:00 - 20:50,A - 17 Lex 1403,Jeremiah Martin,No Rating
BUS 1000,42530,SWG-REC,Regular,Mo 18:00 - 18:50,A - 17 Lex 1405,Leo Zhang,No Rating
BUS 1000,42531,SWI-REC,Regular,Mo 19:00 - 19:50,A - 17 Lex 1405,Leo Zhang,No Rating
BUS 1000,42532,SWJ-REC,Regular,Mo 20:00 - 20:50,A - 17 Lex 1405,Leo Zhang,No Rating
BUS 1000,42533,SWK-REC,Regular,Mo 18:00 - 18:50,A - 17 Lex 1307,Ali Khaliq,No Rating
BUS 1000,42534,SWL-REC,Regular,Mo 19:00 - 19:50,A - 17 Lex 1307,Ali Khaliq,No Rating
BUS 1000,42535,SWM-REC,Regular,Mo 20:00 - 20:50,A - 17 Lex 1307,Ali Khaliq,No Rating
BUS 1010,68203,JAND-LEC,Winter,TBA,TBA,Marshall Sponder,3.5
BUS 3001,44689,ACC-LEC,Regular,TBA,TBA,Joseph Weintrop,2.25
BUS 3001,44311,CIS-LEC,Regular,TBA,TBA,Pai Ma,3.9
BUS 3001,44690,ECO-LEC,Regular,TBA,TBA,Gayle Delong,3.7
BUS 3001,44691,FIN-LEC,Regular,TBA,TBA,Gayle Delong,3.7
BUS 3001,43532,INTR-LEC,Regular,TBA,TBA,Staff,No Rating
BUS 3001,76077,JNAC-LEC,Winter,TBA,TBA,Joseph Weintrop,2.25
BUS 3001,78182,JNFN-LEC,Winter,TBA,TBA,Gayle Delong,3.7
BUS 3001,68213,JNMK-LEC,Winter,TBA,TBA,Staff,No Rating
BUS 3001,44502,MGT-LEC,Regular,TBA,TBA,Alvin Booke,3.42
BUS 3001,44692,MKT-LEC,Regular,TBA,TBA,Gloria Thomas,3.9
BUS 3001,44693,RES-LEC,Regular,TBA,TBA,Margo Suckewer,No Rating
BUS 3002,44694,ACC-LEC,Regular,TBA,TBA,Joseph Weintrop,2.25
BUS 3002,44312,CIS-LEC,Regular,TBA,TBA,Pai Ma,3.9
BUS 3002,44695,ECO-LEC,Regular,TBA,TBA,Staff,No Rating
BUS 3002,44696,FIN-LEC,Regular,TBA,TBA,Gayle Delong,3.7
BUS 3002,43533,INTR-LEC,Regular,TBA,TBA,Staff,No Rating
BUS 3002,76078,JNAC-LEC,Winter,TBA,TBA,Staff,No Rating
BUS 3002,77647,JNFN-LEC,Winter,TBA,TBA,Staff,No Rating
BUS 3002,68214,JNMK-LEC,Winter,TBA,TBA,Staff,No Rating
BUS 3002,44503,MGT-LEC,Regular,TBA,TBA,Alvin Booke,3.42
BUS 3002,44697,MKT-LEC,Regular,TBA,TBA,Gloria Thomas,3.9
BUS 3002,44698,RES-LEC,Regular,TBA,TBA,Margo Suckewer,No Rating
BUS 3003,44699,ACC-LEC,Regular,TBA,TBA,Joseph Weintrop,2.25
BUS 3003,44313,CIS-LEC,Regular,TBA,TBA,Staff,No Rating
BUS 3003,44700,ECO-LEC,Regular,TBA,TBA,Staff,No Rating
BUS 3003,44701,FIN-LEC,Regular,TBA,TBA,Gayle Delong,3.7
BUS 3003,43535,INTR-LEC,Regular,TBA,TBA,Staff,No Rating
BUS 3003,76079,JNAC-LEC,Winter,TBA,TBA,Staff,No Rating
BUS 3003,68215,JNMK-LEC,Winter,TBA,TBA,Staff,No Rating
BUS 3003,44504,MGT-LEC,Regular,TBA,TBA,Alvin Booke,3.42
BUS 3003,44702,MKT-LEC,Regular,TBA,TBA,Gloria Thomas,3.9
BUS 3003,44703,RES-LEC,Regular,TBA,TBA,Staff,No Rating
BUS 3004,78297,JNFN-LEC,Winter,TBA,TBA,Gayle Delong,3.7
BUS 3005,44885,FIN-LEC,Regular,TBA,TBA,Gayle Delong,3.7
BUS 4093H,73128,MMH-LEC,Regular,Mo 10:45 - 13:40,B - Vert 9-140,Jay Dahya,4.17
BUS 4093H,44527,MNFA-LEC,Regular,Fr 12:00 - 14:55,B - Vert 9-210,Noel Lateef,No Rating
BUS 4444H,44427,NWH-LEC,Regular,We 14:30 - 17:00,B - Vert 3-185,Gloria Thomas,3.9
BUS 6300H,44428,NWH-LEC,Regular,We 14:30 - 17:00,B - Vert 10-130,Allison Lehr Samuels,No Rating
BUS 9100,56641,JANE-LEC,Winter,MoTuWeTh 17:50 - 21:20,B - Vert 9-150,Michael Stauffer,3.5
BUS 9100,44058,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 9-170,Michael Stauffer,3.5
BUS 9100,75858,XHC2-LEC,Regular,TBA,TBA,Barbara Caress,No Rating
BUS 9100,74035,XM33-LEC,Regular,TBA,TBA,Lisa Singleton,3.88
BUS 9200,44060,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 3-165,Tom Wilen,0.0
BUS 9200,75865,XHC8-LEC,Regular,TBA,TBA,Helaine Korn,3.4
BUS 9200,76366,XM33-LEC,Regular,TBA,TBA,Louis Lipani,4.8
BUS 9303,75866,XHC3-LEC,Regular,TBA,TBA,Peter Pepper,4.5
BUS 9551,76748,DTA-SUP,Regular,Tu 12:50 - 14:50,B - Vert 13-160,Linda Dukette,2.8
BUS 9551,78438,DTB-LEC,Regular,Tu 12:50 - 14:50,A - 17 Lex 1321,Nora Gold,No Rating
BUS 9551,77933,DWA-LEC,Regular,We 12:50 - 14:50,A - 17 Lex 1322,Linda Dukette,2.8
BUS 9551,76756,LSA-SUP,Regular,Sa 09:00 - 11:00,B - Vert 10-118,Linda Dukette,2.8
BUS 9551,76747,QMA-SUP,Regular,Mo 19:35 - 21:35,A - 17 Lex 710,Steven Russolillo,5.0
BUS 9551,76752,QRA-SUP,Regular,Th 19:35 - 21:35,B - Vert 9-117,Neal Wendel,5.0
BUS 9551,76749,QTA-SUP,Regular,Tu 19:35 - 21:35,B - Vert 9-117,Dawn White,No Rating
BUS 9551,76750,QWA-SUP,Regular,We 19:35 - 21:35,B - Vert 3-190,Mark Misercola,4.75
BUS 9551,76753,UFA-SUP,Regular,Fr 17:40 - 19:40,B - Vert 9-116,Mark Misercola,4.75
BUS 9551,76754,UFB-SUP,Regular,Fr 17:40 - 19:40,B - Vert 9-117,Linda Dukette,2.8
BUS 9552,76762,NET1-SUP,Regular,Sa 10:00 - 12:00,TBA,Daryl Benton,No Rating
BUS 9552,77934,NET2-LEC,Regular,Sa 10:00 - 12:00,TBA,Caroline Holley,No Rating
BUS 9552,76759,QMA-SUP,Regular,Mo 19:35 - 21:35,A - 17 Lex 711,Nora Gold,No Rating
BUS 9552,76761,UFA-SUP,Regular,Fr 17:40 - 19:40,B - Vert 10-120,Ljeanie Faulkner,No Rating
BUS 9553,76764,NET-SUP,Regular,Sa 10:00 - 12:00,TBA,Carmine Roche,4.3
BUS 9553,76763,QWA-SUP,Regular,We 19:35 - 21:35,A - 17 Lex 711,Andrew Benson,No Rating
BUS 9555,74028,XM34-LEC,Regular,TBA,TBA,Denise Patrick,4.77
BUS 9557,76782,NFA-LEC,Regular,Fr 14:30 - 17:25,B - Vert 12-155,Robert Colson,3.6
BUS 9557,43850,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 12-155,Robert Colson,3.6
BUS 9600,76367,XM33-LEC,Regular,TBA,TBA,Andreas Grein,4.5
BUS 9700,74985,PMA-LEC,Regular,Mo 17:50 - 19:05,B - Vert 9-215,Maung Min,No Rating
BUS 9793,76159,XHC9-LEC,Regular,TBA,TBA,Judith Heller,No Rating
BUS 9801,44677,BRAN-LEC,Regular,TBA,TBA,Ann Brandwein,3.86
BUS 9802,44678,BRAN-LEC,Regular,TBA,TBA,Ann Brandwein,3.86
BUS 9803,44679,BRAN-LEC,Regular,TBA,TBA,Ann Brandwein,3.86
BUS 9804,56733,BRAN-LEC,Regular,TBA,TBA,Ann Brandwein,3.86
BUS 9811,79774,HTBA-LEC,Regular,TBA,TBA,Staff,No Rating
BUS 9812,77602,BRAN-LEC,Regular,TBA,TBA,Ann Brandwein,3.86
CHI 1001,42654,EMWA-LEC,Regular,MoWe 14:30 - 15:45,A - 17 Lex 305,Siqi Wang,4.9
CHI 1001,42655,QTRA-LEC,Regular,TuTh 19:30 - 20:45,A - 17 Lex 1302,Fang Fu,4.8
CHI 1002,42656,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 10-170,Siqi Wang,4.9
CHI 1002,42658,RTRA-LEC,Regular,TuTh 21:00 - 22:15,B - Vert 4-190,Fang Fu,4.8
CHI 2002,42659,DMWA-LEC,Regular,MoWe 12:50 - 14:05,A - 17 Lex 714,Siqi Wang,4.9
CHI 3001,44451,STRA-LEC,Regular,TuTh 17:40 - 19:20,B - Vert 9-165,Zhiqiang Yu,4.0
CHI 3002,44617,KTRA-LEC,Regular,TuTh 14:55 - 16:35,B - Vert 9-160,Zhiqiang Yu,4.0
CHI 4182,44614,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 12-135,Caroline Zhu,No Rating
CHI 4224,57435,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 12-170,Guozhi Liu,2.4
CHI 4501,57252,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 4-120,Lulu Dong,No Rating
CHI 4999,42660,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 12-170,Guozhi Liu,2.4
CHM 1000,43684,CTRA-LAB,Regular,Tu 12:25 - 13:15,A - 17 Lex 805,John Scalise,4.8
CHM 1000,43688,CTRC-LAB,Regular,Tu 12:25 - 13:15,A - 17 Lex 1003,Adham Alifarag,No Rating
CHM 1000,43681,CTRL-LEC,Regular,TuTh 11:10 - 12:00,A - 17 Lex 805,Mya Marquis,2.67
CHM 1000,43621,STRA-LAB,Regular,Tu 18:45 - 21:15,A - 17 Lex 812,Suzanne Charnick,No Rating
CHM 1000,43624,STRB-LAB,Regular,Tu 18:45 - 21:15,A - 17 Lex 811,Jehuda Menczel,4.33
CHM 1000,54141,STRC-LAB,Regular,Tu 14:30 - 15:20,A - 17 Lex 801,Jehuda Menczel,4.33
CHM 1000,43619,STRL-LEC,Regular,TuTh 17:40 - 18:30,A - 17 Lex 805,Suzanne Charnick,No Rating
CHM 1003L,43629,DMWA-REC,Regular,We 14:30 - 15:20,A - 17 Lex 805,Sonjae Wallace,1.58
CHM 1003L,43630,DMWB-REC,Regular,We 14:30 - 15:20,A - 17 Lex 805,Sonjae Wallace,1.58
CHM 1003L,43636,DMWC-REC,Regular,Fr 09:05 - 09:55,A - 17 Lex 801,John Scalise,4.8
CHM 1003L,43626,DMWL-LEC,Regular,MoWe 13:15 - 14:05,A - 17 Lex 805,Sonjae Wallace,1.58
CHM 1003L,43751,FTRA-REC,Regular,Th 14:30 - 15:20,A - 17 Lex 805,Jean Gaffney,5.0
CHM 1003L,43755,FTRB-REC,Regular,Th 14:30 - 15:20,A - 17 Lex 805,Jean Gaffney,5.0
CHM 1003L,43758,FTRC-REC,Regular,Fr 09:05 - 09:55,A - 17 Lex 805,Iya Likhtina,2.1
CHM 1003L,43750,FTRL-LEC,Regular,TuTh 16:10 - 17:00,A - 17 Lex 805,Jean Gaffney,5.0
CHM 1003L,43760,FTRX-REC,Regular,Th 14:30 - 15:20,A - 17 Lex 805,Jean Gaffney,5.0
CHM 1004,43674,DMWA-LAB,Regular,Mo 14:30 - 17:00,A - 17 Lex 812,Oygul Mirzalieva,4.8
CHM 1004,43675,DMWB-LAB,Regular,Mo 14:30 - 17:00,A - 17 Lex 824,Sonjae Wallace,1.58
CHM 1004,43678,DMWC-LAB,Regular,Fr 10:10 - 12:40,A - 17 Lex 824,John Scalise,4.8
CHM 1004,44231,FTRA-LAB,Regular,Tu 13:15 - 15:45,A - 17 Lex 811,Jean Gaffney,5.0
CHM 1004,44233,FTRB-LAB,Regular,Tu 13:15 - 15:45,A - 17 Lex 812,Aygul Islamova,No Rating
